EdgeNum	OrgID	targetID	Obs_In	slope	r_sq	adj_r_sq	p_val	fdr_p_value	sumtomax	stm_rsqadj	Sub_Support
1609	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium"	BV3taxa_BV5taxa	-0.486700248	-0.381210446	-0.369535171	5.14E-07	0.000194843	8.329124579	3.077904476	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus"
1610	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium"	BV3taxa_BV5taxa	-0.889071741	-0.38499158	-0.373387648	4.35E-07	0.000164885	8.851851852	3.305172142	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus"
1611	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas"	BV3taxa_BV5taxa	0.612430927	0.235807125	0.221388392	0.000171261	0.064907808	19.45824489	4.307829542	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus"
1612	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;Other"	BV3taxa_BV5taxa	0.576101544	0.378038642	0.366303522	5.91E-07	0.000223969	10.01018519	3.666766091	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus"
1613	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides"	BV3taxa_BV5taxa	0.490350846	0.31649925	0.303603009	7.81E-06	0.002958755	11.33563048	3.441531525	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus"
1614	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__"	BV3taxa_BV5taxa	-0.5496736	-0.429079347	-0.418307259	5.76E-08	2.18E-05	7.745791246	3.240120706	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus"
1615	"k__Fungi;Other;Other;Other;Other;Other"	"k__Chromalveolata;p__Stramenopiles;c__Oomycetes;o__Peronosporales;f__Peronosporaceae;g__Hyaloperonospora"	Ftradtaxa_Otradtaxa	0.449804573	0.25140529	0.239888449	1.55E-05	0.006769465	25.3847815	6.089515853	"k__Fungi;Other;Other;Other;Other;Other"
1616	"k__Fungi;Other;Other;Other;Other;Other"	"k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Kondoaceae;g__Kondoa"	Ftradtaxa_Ftradtaxa	0.751824379	0.282611692	0.271742173	3.09E-06	0.001353125	14.60854893	3.969758825	"k__Fungi;Other;Other;Other;Other;Other"
1617	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;Other"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;Other;Other"	BV5taxa_BV5taxa	0.628828451	0.297188377	0.286539716	1.53E-06	0.000774426	11.73421717	3.362319258	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;Other"
1618	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;Other;Other"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;Other;Other"	BV5taxa_BV5taxa	0.37467788	0.23997525	0.228459724	2.24E-05	0.011290487	15.22128614	3.477450823	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;Other;Other"
1619	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus"	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__"	BV5taxa_BV5taxa	0.722500213	0.338964632	0.328948945	1.91E-07	9.65E-05	9.16072871	3.013412045	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus"
1620	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus"	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__"	BV5taxa_BV5taxa	0.722222694	0.399812955	0.390719211	7.31E-09	3.69E-06	10.58037157	4.133954436	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus"
1621	"k__Bacteria;Other;Other;Other;Other;Other"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus"	BV5taxa_BV5taxa	0.203891301	0.343356751	0.333407611	1.52E-07	7.70E-05	15.76847313	5.257328955	"k__Bacteria;Other;Other;Other;Other;Other"
1622	"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium"	"k__Fungi;p__Ascomycota;Other;Other;Other;Other"	BV5taxa_Ftradtaxa	0.825502852	0.417568433	0.408743712	2.66E-09	1.34E-06	9.601205065	3.9244322	"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium"
1623	"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium"	BV3taxa_BV3taxa	1.195918267	0.461819485	0.451665136	1.17E-08	4.42E-06	7.55	3.410071778	"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium"
1624	"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium"	"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;Other"	BV5taxa_BV5taxa	1.24902239	0.341795203	0.331822403	1.65E-07	8.34E-05	9.664930556	3.207040481	"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium"
1625	"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium"	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__"	BV5taxa_BV5taxa	0.843630479	0.300370474	0.289770027	1.31E-06	0.00066348	12.16493056	3.525032256	"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium"
1626	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;Other"	"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium"	BV5taxa_BV5taxa	0.638324099	0.482075503	0.474228162	5.17E-11	2.61E-08	7.259913146	3.442855271	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;Other"
1627	"k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV5taxa_BV5taxa	0.63664955	0.616612147	0.61080324	2.25E-15	1.13E-12	12.85714286	7.853184517	"k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__"
1628	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;Other;Other;Other"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV5taxa_BV5taxa	0.485873026	0.390098413	0.38085748	1.26E-08	6.34E-06	13.16666667	5.014623491	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;Other;Other;Other"
1629	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Chromalveolata;p__Stramenopiles;c__Oomycetes;o__Peronosporales;f__Peronosporaceae;g__Hyaloperonospora"	BV5taxa_Otradtaxa	0.332232227	0.26481538	0.253504847	8.39E-06	0.004236875	24.60385526	6.237196566	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
1630	"k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__;g__"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV3taxa_BV5taxa	0.704968179	0.520049967	0.510994306	5.30E-10	2.01E-07	10.33275058	5.279976717	"k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__;g__"
1631	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__"	BV3taxa_BV3taxa	0.561834612	0.347673844	0.335365803	2.17E-06	0.00082293	9.333333333	3.130080832	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
1632	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes"	BV5taxa_BV5taxa	0.720038897	0.578520847	0.572134799	5.28E-14	2.67E-11	13.74775353	7.865568206	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
1633	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;Other"	BV5taxa_BV5taxa	0.699880232	0.326132505	0.315922391	3.67E-07	0.000185239	12.45263158	3.934065145	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
1634	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV5taxa_BV5taxa	0.895902761	0.682990692	0.678187521	4.03E-18	2.04E-15	14.53478261	9.857308179	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__"
1635	"k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV5taxa_BV5taxa	0.687901508	0.538715832	0.531726678	1.07E-12	5.42E-10	13.5	7.178310156	"k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__"
1636	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__;g__"	BV5taxa_BV5taxa	0.790202711	0.458999037	0.450802052	2.23E-10	1.13E-07	10.99380805	4.956031232	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
1637	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;Other"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV5taxa_BV5taxa	0.589563739	0.392015763	0.382803881	1.13E-08	5.70E-06	11.09259259	4.246287495	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;Other"
1638	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Skermanella"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV5taxa_BV5taxa	0.329568901	0.256124425	0.244853583	1.07E-05	0.005397134	14.75	3.611590342	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Skermanella"
1639	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira"	BV5taxa_BV5taxa	0.832552685	0.396317087	0.387170376	8.89E-09	4.49E-06	8.635964912	3.343589785	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
1640	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV5taxa_BV5taxa	0.573310513	0.329015173	0.318848736	3.17E-07	0.000160152	10.73076923	3.421492203	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__"
1641	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV5taxa_BV5taxa	0.703653872	0.52203599	0.514794111	3.52E-12	1.78E-09	13.25	6.821021966	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__"
1642	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV5taxa_BV5taxa	0.69277134	0.583620711	0.577311934	3.52E-14	1.78E-11	15.95945946	9.213586402	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium"
1643	"k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__Dolo_23;g__"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV5taxa_BV5taxa	0.610685454	0.403947825	0.394916732	5.79E-09	2.92E-06	13.3	5.25239253	"k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__Dolo_23;g__"
1644	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Aetherobacter"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV5taxa_BV5taxa	0.988258006	0.546408351	0.53953575	6.12E-13	3.09E-10	10.75698324	5.80377702	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Aetherobacter"
1645	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Balneimonas"	BV5taxa_BV5taxa	0.807067836	0.412464107	0.403562048	3.57E-09	1.80E-06	9.195488722	3.710950256	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
1646	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;Other"	BV5taxa_BV5taxa	0.47930362	0.304966941	0.294436137	1.05E-06	0.000530078	10.29176201	3.030266648	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
1647	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Fungi;p__Ascomycota;Other;Other;Other;Other"	BV5taxa_Ftradtaxa	0.443523063	0.364862997	0.355239709	4.94E-08	2.49E-05	11.98890609	4.258935505	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
1648	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;Other"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV3taxa_BV5taxa	0.550353531	0.317309131	0.304428171	7.56E-06	0.002863936	11.12121212	3.385610269	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;Other"
1649	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;Other;Other"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV5taxa_BV5taxa	0.763399547	0.48015799	0.472281596	5.85E-11	2.95E-08	15.5	7.320364733	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;Other;Other"
1650	"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111;g__"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV5taxa_BV5taxa	0.773175002	0.544224727	0.537319041	7.18E-13	3.63E-10	10.92105263	5.868089532	"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111;g__"
1651	"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;Other;Other"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV5taxa_BV5taxa	0.499454778	0.383001164	0.373652697	1.86E-08	9.37E-06	15.86111111	5.926546945	"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;Other;Other"
1652	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__"	BV5taxa_BV5taxa	0.706278749	0.47878797	0.470890818	6.39E-11	3.22E-08	11.02882206	5.193371037	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
1653	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV5taxa_BV5taxa	0.730961603	0.553340534	0.546572966	3.66E-13	1.85E-10	14.77083333	8.073338188	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
1654	"k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__;g__"	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	BV3taxa_BV5taxa	0.821269214	0.477405318	0.467545041	5.27E-09	2.00E-06	8.844426407	4.135167707	"k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__;g__"
1655	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__;g__"	BV5taxa_BV5taxa	0.822659393	0.602004479	0.595974244	7.81E-15	3.94E-12	12.31189084	7.337569835	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
1656	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017;g__"	BV5taxa_BV5taxa	0.777405474	0.44156209	0.433100909	6.46E-10	3.26E-07	10.80263158	4.678629557	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
1657	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__"	BV3taxa_BV3taxa	0.667711852	0.443966894	0.433475704	2.82E-08	1.07E-05	7.136363636	3.093440248	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
1658	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Chromalveolata;p__Stramenopiles;c__Oomycetes;o__Albuginales;f__Albuginaceae;g__Albugo"	BV5taxa_Otradtaxa	-0.198255501	-0.230544266	-0.218706486	3.93E-05	0.019824541	15.53267698	3.397097193	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
1659	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Kouleothrixaceae];Other"	BV5taxa_BV5taxa	0.730479953	0.464713456	0.456603054	1.56E-10	7.88E-08	13.71929825	6.264273476	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
1660	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"	"k__Fungi;Other;Other;Other;Other;Other"	BV5taxa_Ftradtaxa	0.433433214	0.329191759	0.319027998	3.14E-07	0.000158728	11.55263158	3.685612924	"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301;g__"
1661	"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium"	"k__Bacteria;Other;Other;Other;Other;Other"	BV5taxa_BV5taxa	0.922307544	0.207010268	0.194995272	9.70E-05	0.048962619	17.93817935	3.49786017	"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium"
1662	"k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__"	"k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Kouleothrixaceae];Other"	BV5taxa_BV5taxa	0.457393116	0.351779532	0.34195801	9.84E-08	4.97E-05	12.13095238	4.148276331	"k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__"
1663	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium"	"k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__"	BV5taxa_BV5taxa	0.692819862	0.31818179	0.307851211	5.46E-07	0.000275911	15.18168168	4.673699093	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium"
1664	"k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__"	"k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__"	BV5taxa_BV5taxa	0.804048064	0.401194554	0.392121745	6.76E-09	3.42E-06	12.72222222	4.988659972	"k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__"
1665	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"	"k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__"	BV5taxa_BV5taxa	0.73395794	0.304109155	0.293565354	1.09E-06	0.000552811	13.99305556	4.107876308	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
1666	"k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__Dolo_23;g__"	"k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__"	BV5taxa_BV5taxa	0.761011511	0.341945087	0.331974558	1.64E-07	8.28E-05	12.52222222	4.157059184	"k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__Dolo_23;g__"
1667	"k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Frankiaceae;g__"	BV5taxa_BV5taxa	0.692025847	0.359144791	0.349434864	6.69E-08	3.38E-05	10.56428571	3.691529738	"k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__"
1668	"k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__"	"k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__;g__"	BV5taxa_BV5taxa	0.617012238	0.296289284	0.285627	1.60E-06	0.000808918	12.46428571	3.56013654	"k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__"
1669	"k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__"	"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__"	BV5taxa_BV5taxa	0.43480947	0.350357658	0.340514592	1.06E-07	5.35E-05	9.44047619	3.214619901	"k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__"
